cena_m2,powierzchnia,rok_budowy,pietro,pietro_max,winda,balkon,taras,wspolrzedne_szerokosc,wspolrzedne_wysokosc,odleglosc_metro,odleglosc_centrum,agencja,spoldzielcze,remont,wykonczenie
14000.0,67.9,2003.0,2.0,2.0,0,1,0,52.19826081010461,21.1247088968506,7.785645837703575,8.899182184886426,0,0,0,0
20704.0,144.85,2001.0,4.0,5.0,1,1,0,52.2611286,20.9904787,0.2351842681070111,3.437634888362345,1,0,0,0
17246.0,69.0,2023.0,1.0,3.0,1,1,0,52.2210753,21.0323194,1.592621136253611,2.145328324511415,0,0,0,1
16968.0,37.66,1960.0,3.0,3.0,0,1,0,52.2638156,21.0280842,1.0347543862240658,3.871311276881765,0,0,0,0
18919.0,55.5,2018.0,7.0,14.0,1,1,0,52.221651617729,20.95469888772,1.5443690078166952,3.672404196148941,1,0,0,0
27826.0,115.0,2016.0,4.0,5.0,1,0,0,52.2213,20.9828,1.021816896575682,1.9622048152159035,1,0,0,0
19500.0,50.3,2007.0,9.0,12.0,1,1,0,52.15554216012067,21.034913336262527,0.3248649928111471,8.696072641794045,0,0,0,0
20432.0,44.0,2022.0,4.0,4.0,1,1,1,52.20305,20.92514,4.146187818255107,6.367550674621768,1,0,0,0
23536.0,254.5,2010.0,4.0,4.0,1,0,0,52.16332,21.07653,2.7985535925887506,8.995680302357677,1,0,0,0
27381.0,42.0,1952.0,1.0,3.0,0,0,0,52.2486,21.01204,0.936858859917132,1.9207758609330108,1,0,0,0
13867.0,75.0,2011.0,6.0,7.0,1,1,0,52.18942,20.90069,5.708074767625182,8.582466961194774,1,0,0,0
16422.0,68.2,2009.0,1.0,8.0,1,1,0,52.23311716564984,20.933018661193834,0.8319226908142107,4.97604435522864,0,0,0,0
13456.0,59.38,2016.0,1.0,3.0,1,1,0,52.347132,20.942228,6.92047407013593,13.54751699437141,0,0,0,0
21250.0,40.0,2020.0,0.0,4.0,1,0,0,52.20706839605276,20.93644711025984,3.570370005232429,5.476848788479284,0,0,0,0
13372.0,68.8,1978.0,1.0,10.0,0,1,0,52.13785,21.02912,1.6053358203834782,10.55571509944612,1,1,0,0
16203.0,74.0,1957.0,3.0,4.0,0,0,0,52.19444,21.00613,0.4511452974591711,4.145356304618037,1,0,1,0
10842.0,70.1,2022.0,0.0,2.0,1,0,0,52.3421,20.98396,6.1930892353427325,12.365340829921092,1,0,0,1
14208.0,91.5,2009.0,1.0,4.0,1,0,0,52.18781,20.88244,6.21477713873922,9.735355831011626,1,0,1,0
17487.0,39.0,1960.0,3.0,4.0,0,1,0,52.2614364,20.9895147,0.3039632948188594,3.4908161196214698,0,1,0,0
18992.0,63.0,2008.0,1.0,4.0,1,1,1,52.16052673809579,21.077726878051777,2.7218546088426545,9.302431813575517,0,0,0,0
19465.0,82.2,2021.0,1.0,6.0,1,1,0,52.2611018,20.9265907,2.318298268885448,6.319697566853624,1,0,0,0
12946.0,70.68,2007.0,1.0,1.0,0,0,1,52.17291,21.17988,9.156844435643023,13.531368876828,1,0,0,0
16674.0,43.18,1960.0,2.0,4.0,0,1,0,52.247068,21.1016718,4.035850388028098,6.731009720231539,1,0,0,0
13289.0,112.8,2017.0,2.0,2.0,0,1,0,52.13785,21.02912,1.6053358203834782,10.55571509944612,1,0,0,1
39400.0,38.0,2017.0,5.0,8.0,1,1,0,52.23338,20.95718,0.516288274720546,3.333275285632626,0,0,0,0
16789.0,65.46,1953.0,3.0,4.0,0,1,0,52.187827,21.02517,1.3082330394508124,5.051568155425165,1,0,0,0
14992.0,120.0,1998.0,1.0,5.0,1,1,0,52.25197,20.98838,0.8802513310461492,2.55296752151323,1,1,0,1
14972.0,36.0,1975.0,10.0,11.0,1,0,0,52.1700386,21.0274126,0.5108973445122084,7.011484824860521,0,0,0,1
20664.0,65.33,2017.0,0.0,6.0,1,0,1,52.23043140128497,21.087750719604497,3.5870848232327845,5.566038110294259,0,0,0,0
17663.0,70.77,2019.0,0.0,6.0,1,1,0,52.1819008,21.043663157108,2.115136343394843,6.10383779661526,1,0,0,0
20833.0,96.0,2007.0,2.0,7.0,1,0,0,52.2069919,21.008523,0.3653937055081429,2.7547991966933845,1,0,0,1
21250.0,120.0,2015.0,1.0,1.0,0,1,0,52.19051,21.06838,4.036087259888927,6.247703781367446,1,0,0,0
28495.0,65.73,2016.0,4.0,5.0,1,0,1,52.26016,20.96864,1.2507166670864158,4.060492412539671,1,0,0,0
19500.0,124.0,2003.0,1.0,3.0,0,1,0,52.1334105,21.0484161,0.8127486995851317,11.306710668848758,0,0,0,0
27000.0,233.33,2016.0,1.0,4.0,1,1,1,52.187,21.02147,1.0399470046334778,5.082433599654377,1,0,0,1
17549.0,33.05,2023.0,1.0,8.0,1,0,0,52.24168,21.08406,2.894297695491211,5.426385975221123,1,0,0,1
17394.0,74.68,2018.0,1.0,9.0,1,0,0,52.1763814,20.99985156,0.9195511616544378,6.167861020923328,1,0,0,0
15976.0,68.0,1959.0,4.0,4.0,0,1,0,52.2279436,20.9586224,0.8012933780483431,3.2573078673224094,1,0,1,0
20073.0,49.57,1958.0,2.0,3.0,0,1,0,52.2593633,21.0015273,0.608286002722209,3.0891832330143725,1,0,1,0
16165.0,136.1,2002.0,3.0,4.0,0,1,0,52.1334047,21.0660575,0.2513452859491982,11.672652755032988,1,0,0,0
34804.0,102.0,2022.0,2.0,4.0,1,1,0,52.21513593560442,21.042931428833025,2.216256668789624,3.116386693525544,0,0,0,0
21295.0,58.7,2013.0,1.0,6.0,1,1,0,52.22551340556537,20.94760373022459,1.505758740807189,4.040062618271622,0,0,0,0
16809.0,50.51,2018.0,0.0,6.0,1,0,0,52.2542427,21.04341,0.6062727999574067,3.569666840574053,1,0,0,0
17347.0,49.0,1955.0,2.0,2.0,0,1,0,52.20708,21.04342,2.4011327338060955,3.7399920814154433,1,0,0,0
12005.0,63.3,1984.0,8.0,8.0,1,1,0,52.1570348,21.0526075,1.0763900872398728,8.890291805623047,0,1,1,0
24503.0,77.5,1952.0,3.0,5.0,1,0,0,52.21623,21.02165,0.785761293089854,2.023814333126805,1,0,0,0
13233.0,43.0,2014.0,2.0,2.0,0,1,0,52.34344,21.0535,5.723027173619147,12.83511752407206,1,0,0,0
12498.0,60.0,2001.0,3.0,3.0,0,1,0,52.316954,21.0592891,2.8441101332080705,10.146227052425449,0,0,0,0
