cena_m2,powierzchnia,rok_budowy,pietro,pietro_max,winda,balkon,taras,wspolrzedne_szerokosc,wspolrzedne_wysokosc,odleglosc_metro,odleglosc_centrum,agencja,spoldzielcze,remont,wykonczenie
23654.0,52.0,2006.0,0.0,7.0,1,0,0,52.20245,20.99611,0.5054423833864609,3.3243804937215766,1,0,0,0
50595.0,124.32,2014.0,6.0,6.0,1,0,1,52.2309,21.03063,0.9879716545219732,1.67648328485465,1,0,0,0
18064.0,91.34,2023.0,2.0,6.0,1,1,0,52.17110454386605,20.990615487774647,1.5380693248425628,6.821723591541541,1,0,0,0
12268.0,97.0,2009.0,4.0,4.0,1,1,0,52.3422603,20.9374115,6.386810745589127,13.148333911844322,0,0,0,0
17041.0,68.6,2017.0,4.0,4.0,1,1,0,52.2419112,20.9053732,0.6994499616484908,6.948691050885708,1,0,0,0
21951.0,61.5,2015.0,5.0,6.0,1,1,0,52.2595722,20.9799119,0.8630639628912036,3.571882356875077,1,0,0,0
16553.0,38.0,1970.0,3.0,4.0,0,1,0,52.19709,20.97519,1.808206321075988,4.3872853013898645,1,0,0,0
19906.0,34.11,1968.0,1.0,4.0,0,0,0,52.19896653540292,21.031550063476576,2.040395309373525,4.035158618359557,0,0,0,0
17500.0,45.0,2023.0,0.0,4.0,1,0,0,52.1843264,21.008074,0.1106892890039972,5.27173964525992,1,0,0,1
11317.0,65.3,2010.0,0.0,2.0,0,1,0,52.2442894158835,21.19449852094728,10.07830728224363,12.908092306305402,1,0,0,1
21890.0,36.5,1980.0,10.0,11.0,1,0,0,52.23609,20.91251,0.4688032877459421,6.38860328749574,1,0,0,0
15472.0,53.0,1970.0,1.0,4.0,0,1,0,52.2619177,20.9590478,1.316108199686114,4.638384653857393,0,1,0,0
13806.0,134.0,1993.0,5.0,8.0,1,1,0,52.232335,20.98709,0.573746687276363,1.2930448865286217,1,0,0,0
17297.0,37.0,1964.0,1.0,4.0,0,1,0,52.2720525,20.9500262,1.0607056122661704,5.887056323346545,0,0,0,0
18557.0,97.0,2007.0,3.0,4.0,1,1,1,52.1608237,21.0780113,2.7535844178595346,9.284565103871165,1,0,0,0
10309.0,281.3,1996.0,5.0,6.0,0,0,1,52.17371,21.05824,2.650185416187428,7.365985944098159,1,0,1,0
11900.0,70.0,2001.0,3.0,10.0,1,1,0,52.31832,20.9607,3.925416889607813,10.111743914215976,1,0,0,0
20000.0,40.0,2020.0,1.0,6.0,1,0,0,52.2004613,20.9629029,2.6093862203669373,4.552140444290945,1,0,0,1
15604.0,91.0,2004.0,6.0,11.0,1,1,0,52.188984,21.0064458,0.620916588881966,4.752109621843533,1,0,0,0
14225.0,40.0,2010.0,1.0,2.0,0,1,0,52.31640201829491,21.072288654492187,3.106650391010114,10.4391753074414,0,0,0,0
23273.0,22.0,1969.0,5.0,7.0,0,0,0,52.2112358,20.9764535,1.6932008526503146,3.04183193564094,0,0,0,0
26471.0,85.0,2001.0,0.0,2.0,1,1,1,52.17380646187032,21.0672126187134,3.1634079042484067,7.6709115908388,1,0,0,0
18701.0,88.23,2011.0,2.0,4.0,1,1,0,52.1590141,21.0844777,2.952209652527422,9.692006015075634,1,0,0,0
14043.0,47.0,1972.0,1.0,4.0,0,1,0,52.17988,20.94941,3.97150456010516,6.9371881238293165,1,0,1,0
19889.0,90.0,2007.0,4.0,4.0,1,1,0,52.15897,21.08141,2.818667953931038,9.582410942368464,1,0,0,0
11583.0,54.0,2022.0,0.0,3.0,1,0,1,52.34608,20.93948,6.805872293978236,13.49831769771182,1,0,0,1
15854.0,82.0,2023.0,1.0,7.0,1,1,0,52.24168,21.08406,2.894297695491211,5.426385975221123,1,0,0,1
21172.0,52.9,1961.0,2.0,3.0,0,0,0,52.208431,20.963761,2.478851717726212,3.873639777958687,1,0,0,0
19951.0,52.63,2017.0,0.0,4.0,1,0,1,52.16842171056605,21.06781844970701,2.7112244017869767,8.20128398690274,1,0,0,0
15994.0,28.0,1969.0,4.0,4.0,0,1,0,52.19645,20.97356,1.9221383052172865,4.503418742701288,1,0,0,0
15617.0,39.7,2023.0,1.0,8.0,1,1,0,52.2772213,21.0141763,2.0760044575616754,5.089668204737846,1,0,0,1
21400.0,74.5,2017.0,8.0,14.0,0,1,0,52.29332,20.92866,1.310214766698346,8.64044336049044,0,0,0,0
15044.0,113.0,1992.0,2.0,2.0,1,1,0,52.13919455,21.067611451373,0.7445129311900351,11.11147211089918,1,1,0,1
26639.0,244.0,2016.0,7.0,10.0,1,1,0,52.27508,20.96239,0.1546226633351495,5.663794510803789,1,0,0,0
16250.0,40.0,2022.0,1.0,8.0,1,1,0,52.2773654,21.0147067,2.044803139573317,5.109634258891301,1,0,0,1
9167.0,78.54,1995.0,3.0,4.0,0,1,0,52.2016717,20.8703434,5.240702671663019,9.83046868612584,1,0,1,0
17000.0,55.0,1992.0,2.0,5.0,1,1,0,52.22884045,20.961593549363,0.6239687997793271,3.044625927321887,1,0,0,0
16841.0,78.2,2000.0,0.0,2.0,0,1,0,52.1365856676057,21.01796201049806,2.0800086066815187,10.609597840642328,1,0,0,0
13077.0,52.0,1975.0,7.0,11.0,1,1,0,52.2242016,20.9193241,1.777718533867886,5.965713469673702,1,1,0,0
22593.0,81.0,2012.0,8.0,9.0,1,1,1,52.2595722,20.9799119,0.8630639628912036,3.571882356875077,1,0,0,0
15792.0,41.16,1957.0,4.0,7.0,1,1,0,52.2581206,21.0401514,0.5660239812670534,3.742767791651298,1,0,1,0
17790.0,37.1,1950.0,0.0,3.0,0,0,0,52.28183,20.94256,0.3420612023838128,7.05138309773287,1,0,0,0
8075.0,120.0,2019.0,1.0,2.0,0,1,0,52.1662735,21.177644,8.673915566612694,13.77415247971163,1,0,0,0
19802.0,26.26,1967.0,7.0,11.0,0,0,0,52.24788,20.98352,1.3447160425286866,2.362697917576007,1,0,0,0
39988.0,80.0,2021.0,7.0,8.0,0,0,0,52.22552,21.03738,1.652181978489352,2.2424397749996627,1,0,0,0
20000.0,49.5,1955.0,6.0,6.0,0,0,0,52.21013662077144,20.96576592806395,2.369283786145653,3.64557718617736,1,0,0,0
17987.0,38.0,1950.0,3.0,3.0,0,1,0,52.23967441772466,20.960978007965075,0.4758328526575933,3.194192572007613,0,0,0,0
14327.0,34.2,2005.0,0.0,6.0,1,0,0,52.3180461,20.95586018,3.802699445795656,10.18833930709664,1,0,0,0
27091.0,55.0,2022.0,2.0,5.0,1,1,0,52.2639934,21.045061450751,0.1787359690645583,4.464518173956779,1,0,0,0
20270.0,37.0,2018.0,0.0,8.0,1,0,0,52.18524257167654,20.994340530319228,0.9110188125938088,5.229288995062497,0,0,0,0
16306.0,49.0,2006.0,2.0,4.0,0,1,0,52.241586,20.9009111,0.9858570091457546,7.243103552705136,0,0,0,0
36067.0,52.68,2010.0,3.0,6.0,1,0,0,52.233965,21.0166156,0.3204861621782058,0.7616103889328967,1,0,0,0
24673.0,40.49,2023.0,0.0,6.0,1,0,1,52.18462,20.99499,0.8544709853359868,5.2912324819318375,1,0,0,0
20461.0,73.31,2017.0,0.0,3.0,1,0,1,52.167474385392,21.065712257046,2.537660053812013,8.219940708068103,1,0,0,0
16998.0,56.0,2001.0,1.0,5.0,1,1,0,52.20789289717582,21.04980655915527,2.787146568502328,3.9880649655990097,1,0,0,0
12745.0,47.0,1970.0,4.0,4.0,0,0,0,52.295926718408,21.026743957519525,0.292553634376955,7.2770459765838655,0,1,0,0
14152.0,50.84,2018.0,1.0,5.0,1,1,0,52.31922544509676,20.99979083964233,3.463903592075253,9.739489729514345,0,0,0,0
22500.0,41.34,2021.0,7.0,7.0,1,1,0,52.22937,20.9312,1.266312130327715,5.104382047975845,1,0,0,0
18817.0,93.0,2010.0,1.0,1.0,0,1,1,52.1342102,21.0107877,2.56296626222386,10.847420623844275,0,0,0,0
23438.0,64.0,2018.0,0.0,3.0,1,0,0,52.25562,20.94199,1.7493058522806553,5.107414676693747,1,0,0,0
20878.0,46.22,2021.0,1.0,5.0,1,0,1,52.26161002700259,21.046626318554686,0.2707249144775156,4.321767809666372,1,0,0,0
17819.0,35.3,2010.0,7.0,7.0,1,0,0,52.24599,21.08513,2.9111580151968623,5.6136885560064025,1,0,0,0
14118.0,33.0,2023.0,5.0,7.0,1,0,0,52.2032596,20.938595,3.8645533840960913,5.57967337465918,1,0,0,0
13925.0,53.0,1972.0,10.0,10.0,1,1,0,52.2882,21.0287,0.6018294912593154,6.466727821522699,1,0,0,0
21951.0,61.5,2015.0,5.0,6.0,1,1,0,52.26024,20.97692,0.9796474160538992,3.740348101269263,1,0,0,0
15563.0,33.99,1958.0,4.0,4.0,0,0,0,52.2652,21.03001,0.9352414122505304,4.064475891853363,1,0,1,0
20323.0,31.0,2022.0,3.0,6.0,1,1,0,52.27666,21.01592,2.078337038555015,5.042068111587505,1,0,0,0
17761.0,67.0,2018.0,3.0,7.0,1,0,1,52.1741932,20.9901228,1.5405481098344544,6.488130277053462,1,0,0,0
22949.0,30.72,2018.0,8.0,10.0,1,1,0,52.1764506,20.9935391,1.221323544850563,6.204540451498203,1,0,0,0
12917.0,72.0,2013.0,5.0,6.0,1,1,0,52.1863,20.89814,6.080808725228337,8.92027278688319,1,0,0,0
24006.0,19.37,2018.0,5.0,5.0,1,0,0,52.23628,21.0051,0.1982643133987748,0.511160184123529,0,0,0,0
17667.0,45.0,1950.0,0.0,5.0,1,1,0,52.2189501,21.0199084,0.805009270314793,1.7050765389184324,1,0,1,0
15894.0,47.0,1964.0,2.0,4.0,0,1,0,52.1993359,21.03584999,2.296241481756483,4.133845707240706,1,0,1,0
23500.0,45.0,2018.0,10.0,16.0,1,1,1,52.24417638181384,21.0861843095398,2.996115142617548,5.62971622424174,1,0,0,0
13636.0,55.0,2009.0,1.0,4.0,1,1,0,52.334700681865534,20.943958389935283,5.539568535765071,12.205090550851748,0,0,0,0
13339.0,59.9,2006.0,0.0,7.0,1,0,1,52.19298,20.90416,5.279915812357156,8.170008222592816,1,0,0,0
11703.0,64.0,1980.0,2.0,10.0,1,1,0,52.2024,21.0523,3.162271900315005,4.533971945716946,1,1,1,0
17647.0,170.0,2005.0,0.0,4.0,1,1,1,52.19944,21.03361,2.1613614275540667,4.050811817879338,0,0,0,0
14912.0,57.0,1976.0,6.0,15.0,1,1,0,52.19832,21.01715,1.056413665863177,3.7901267470674287,1,0,1,0
19718.0,35.45,2019.0,3.0,4.0,0,1,0,52.19868,20.95223,3.36321317233788,5.190579726994488,1,0,0,0
15820.0,89.0,2006.0,1.0,4.0,1,1,0,52.16604,21.07825,3.063739877125678,8.80633427877642,1,0,0,0
23036.0,56.0,2018.0,3.0,5.0,1,1,1,52.17690894860508,21.04250160950928,1.7374217057895422,6.581485241879082,0,0,0,0
18116.0,69.0,2016.0,4.0,7.0,1,1,0,52.2291302093132,21.105471323417667,4.725064447532717,6.777267768000838,0,0,0,0
20220.0,41.0,2008.0,0.0,2.0,0,0,0,52.1634112,21.087332,3.451264393694954,9.40123109434358,1,0,0,0
16667.0,66.0,2013.0,3.0,5.0,1,0,0,52.24128,21.1173,5.137367023651668,7.649927147197301,1,0,0,0
14479.0,68.03,2021.0,2.0,4.0,1,1,0,52.2206478,21.2301279,13.112350559866387,15.311985382605334,1,0,0,0
13460.0,70.21,2007.0,0.0,4.0,1,0,1,52.304128,20.92928983,2.309964051107236,9.597339707427656,1,0,0,0
21992.0,50.7,2021.0,0.0,4.0,1,0,1,52.15747,21.07637,2.485789075430178,9.546659868697532,1,0,0,0
17700.0,77.4,1999.0,1.0,4.0,0,1,0,52.13,21.08,1.1265123995460509,12.383674591429536,1,1,0,0
17023.0,44.0,2022.0,0.0,4.0,1,0,1,52.23182,20.89704,1.5313685614332613,7.423972597144076,1,0,0,1
20256.0,35.99,1971.0,6.0,6.0,1,0,0,52.21947575,21.02257733,0.9878178954128156,1.766618822184821,1,0,0,0
13899.0,55.4,2000.0,2.0,4.0,0,1,0,52.2435380716992,20.90594232269286,0.7412138591025006,6.942294019552052,1,0,0,0
11613.0,62.0,1970.0,0.0,10.0,1,0,0,52.29298,21.04988,0.1074074882085232,7.43630133210416,1,0,0,0
13529.0,51.0,1990.0,0.0,4.0,0,1,0,52.28835,20.94135,0.3878193318187082,7.683921933742358,1,0,1,0
19101.0,44.5,1960.0,3.0,4.0,0,1,0,52.24002,20.97639,1.0329720186600864,2.2206363917369094,1,0,1,0
14524.0,63.0,1976.0,4.0,7.0,1,1,0,52.1576837,21.0227553,0.8357213326564739,8.310842532670291,0,1,0,0
16974.0,38.0,1970.0,6.0,10.0,1,1,0,52.294742965203774,21.034083634948715,0.3813886033800815,7.26289967484543,1,0,0,0
18966.0,87.0,2023.0,1.0,2.0,1,1,0,52.15613,21.11163,4.220265308821301,11.06514938168356,0,0,0,1
23482.0,52.04,2006.0,0.0,7.0,0,0,0,52.20424,20.99618,0.3477094523836332,3.1287458056318207,1,0,0,0
13500.0,48.0,1978.0,10.0,12.0,1,1,0,52.2373464,21.1035898,4.298359876307971,6.671787957389132,0,1,1,0
21690.0,64.5,2012.0,2.0,7.0,1,1,1,52.225098850774266,20.951853785705577,1.3300207364119496,3.763940067897493,0,0,0,0
14122.0,52.4,2022.0,2.0,2.0,0,1,0,52.3326536,21.055613,4.534797213941109,11.718807456918562,1,0,0,0
22543.0,38.15,2016.0,4.0,6.0,1,1,0,52.24369,20.98081,1.4203481903638648,2.173824948734205,1,0,0,0
17926.0,37.32,1949.0,5.0,5.0,1,0,0,52.2078311,21.02152879,1.012770649032173,2.8579597076045933,1,0,1,0
17563.0,46.12,2018.0,4.0,4.0,1,1,0,52.24905,21.06825,1.7774828429625535,4.653002419719592,1,0,0,0
16592.0,40.38,2023.0,3.0,3.0,1,1,0,52.158863936482,20.993808399471,2.1100394654711567,8.144090936102028,1,0,0,1
13333.0,150.0,1998.0,6.0,6.0,1,1,1,52.185374,21.051934,2.7960248572743343,6.027685814837868,1,1,0,0
18165.0,36.83,2023.0,1.0,4.0,1,0,0,52.1554,21.08438,2.6516118853512745,10.02624132738319,1,0,0,1
21638.0,40.9,1958.0,3.0,4.0,0,1,0,52.23684894729733,21.00887085078734,0.1749100613777124,0.6017971143729131,0,0,1,0
16851.0,86.05,2022.0,1.0,7.0,1,1,0,52.19811878344115,20.8853349523926,5.078980509789087,9.033159087674578,0,0,0,0
13763.0,54.42,2019.0,2.0,4.0,1,1,0,52.31976425,21.06424031,3.2339742644345915,10.560292810807455,1,0,0,1
14851.0,53.8,2000.0,0.0,6.0,1,1,0,52.2313624,21.0842298,3.328141924830693,5.324495417470287,1,0,0,0
21936.0,50.1,2011.0,3.0,5.0,0,1,0,52.2232,20.938849,1.8925955292644487,4.674087393868483,0,0,0,0
14843.0,41.77,1977.0,10.0,10.0,1,1,0,52.27128989508013,20.942950414697247,1.4080666662864385,6.149000176410275,0,0,0,0
12581.0,62.0,1986.0,2.0,10.0,1,1,0,52.23833,21.09894,3.964663148225159,6.368229650840064,1,0,0,0
14899.0,66.24,2022.0,3.0,5.0,1,1,0,52.1745,21.0499,2.1127829719093723,7.029380765316109,1,0,0,1
26575.0,18.25,1950.0,4.0,5.0,1,0,0,52.2362784,20.9720928,0.5596661792265768,2.3673874233258654,1,0,0,0
23500.0,54.0,1979.0,9.0,9.0,1,1,0,52.23313,21.019,0.4326075773820676,0.895755462821097,0,0,0,0
22178.0,112.5,2013.0,0.0,2.0,1,0,0,52.2056642,20.9330342,3.828764336596909,5.756375521818145,1,0,0,0
23704.0,81.0,2016.0,1.0,6.0,1,1,0,52.2279436,20.9586224,0.8012933780483431,3.2573078673224094,1,0,0,0
14124.0,88.5,2008.0,6.0,6.0,1,0,0,52.18526,21.04492,2.432326351046334,5.80549426675952,1,0,1,0
24430.0,52.6,2010.0,5.0,6.0,1,0,0,52.1881051,20.99116621,1.2210404096963672,4.95466149521767,1,0,0,0
5393.0,215.1,1992.0,0.0,3.0,0,1,0,52.28973,21.06045,0.6201208043590081,7.437464123651174,1,0,0,0
18821.0,26.3,1964.0,2.0,4.0,0,0,0,52.24477,20.97895,1.5319354332072546,2.347540175809933,1,0,0,0
15365.0,52.0,2004.0,9.0,11.0,1,1,1,52.2764948,20.9219274,1.661538153327956,7.587934373168257,1,0,0,0
24031.0,62.42,2022.0,4.0,26.0,1,1,0,52.228438,20.956757,0.8307461990773515,3.3769321527777776,1,0,0,0
15648.0,40.9,1975.0,6.0,10.0,1,1,0,52.2449097,21.0887778,3.165281395842729,5.821014529437808,0,0,0,0
21662.0,50.78,2021.0,3.0,4.0,1,0,0,52.15776,21.07611,2.501426055324779,9.50986683224536,1,0,0,0
16505.0,43.2,1962.0,2.0,3.0,0,1,0,52.24457,20.96568,0.974421568754974,3.0981166096053694,0,0,0,0
18548.0,37.2,1960.0,2.0,4.0,1,1,0,52.183826363975,20.949554443359,3.865280988799538,6.571221851768566,1,0,0,0
22611.0,203.0,2008.0,4.0,4.0,1,0,1,52.16087,21.07842,2.780943557735404,9.294945314390011,1,0,0,0
11247.0,72.91,2016.0,2.0,6.0,1,0,0,52.32022,21.03253,2.969578792762851,10.004317028061529,1,0,0,0
11983.0,69.1,2004.0,2.0,2.0,0,1,1,52.12961,21.09346,2.04281852896794,12.823228162587904,1,0,0,0
17410.0,45.09,2020.0,4.0,4.0,1,1,1,52.16089600307292,20.99359747567137,1.945667288091016,7.92088347665837,0,0,0,0
22000.0,69.66,2018.0,3.0,6.0,0,0,0,52.25316,21.0402,0.4030881131265652,3.330166332904393,1,0,0,0
16471.0,48.51,2022.0,1.0,6.0,1,1,0,52.2921122,21.0477683,0.1514614703813507,7.290864625256858,0,0,0,1
14630.0,66.3,1999.0,3.0,3.0,0,1,0,52.24084,20.89609,1.3013861455988844,7.556260273118654,1,0,0,0
19382.0,65.32,2013.0,5.0,11.0,1,0,1,52.18886,20.99536,1.0174836673421803,4.821160460299534,1,0,0,0
12419.0,31.0,2016.0,1.0,4.0,1,0,0,52.1979986,20.9311296,4.621511674819498,6.33353290679241,1,0,0,0
15385.0,28.6,1974.0,0.0,4.0,0,0,0,52.29515,21.02795,0.1802791187168661,7.208854150852351,1,0,0,1
21484.0,51.2,1970.0,7.0,11.0,1,1,0,52.23914,20.9958,0.59179688057897,1.0807152099406756,1,0,0,0
18074.0,37.07,1970.0,7.0,10.0,1,0,0,52.2316571,20.99667656,0.1201812477280631,0.6384037654148816,1,0,0,0
17000.0,60.0,2021.0,1.0,2.0,0,0,0,52.3281757,21.039501,3.9116829525383374,10.964160159197164,1,0,0,0
16998.0,35.0,2013.0,7.0,8.0,0,1,0,52.21034,20.97122,2.009621993266689,3.358737878736713,1,0,0,0
27339.0,54.5,2021.0,2.0,5.0,1,0,0,52.2639934,21.04506145,0.1787359329883188,4.464518143542063,1,0,0,0
12917.0,69.6,2000.0,1.0,2.0,0,0,0,52.13399,21.01159,2.552151094293023,10.873657584882398,1,0,0,0
20000.0,49.0,1972.0,3.0,15.0,1,0,0,52.23739,21.00256,0.4097638651895369,0.6737844257819094,1,0,0,0
14966.0,147.0,1953.0,3.0,5.0,0,0,0,52.2486247,21.012302,0.9521791791852496,1.9273215188303687,0,0,0,0
15377.0,130.0,2000.0,1.0,3.0,0,1,1,52.2699614,20.9348257,1.733225953872214,6.449033040923816,1,0,0,0
21453.0,55.89,2014.0,8.0,8.0,1,0,0,52.2348388,20.9597273,0.3452444211695636,3.1736364258875414,1,0,0,0
41481.0,33.75,2018.0,4.0,8.0,0,1,0,52.23388,20.99231,0.2686268682395137,0.966053980660088,1,0,0,0
14713.0,76.21,2019.0,1.0,4.0,1,1,0,52.19062303123682,21.083284937048344,4.908446480427635,6.969638688038665,0,0,0,0
21165.0,85.0,1955.0,0.0,5.0,0,0,0,52.22319,21.00747,0.5575489516628733,0.953412320025632,1,0,0,0
10710.0,69.0,1992.0,8.0,9.0,1,1,0,52.31832,20.9607,3.925416889607813,10.111743914215976,1,0,0,0
19333.0,60.0,2019.0,0.0,5.0,1,0,0,52.2251949,20.9297852,1.732674259550631,5.244718505254767,1,0,0,0
13939.0,82.5,2023.0,1.0,8.0,1,1,0,52.19966029527182,20.94770060302733,3.6388779297301954,5.339559894874722,0,0,0,1
15125.0,44.23,1957.0,5.0,5.0,1,0,0,52.2610724,21.0431214,0.1982809226270293,4.125838312230143,0,0,0,0
15365.0,52.0,2022.0,0.0,5.0,1,0,0,52.16341,20.99227,1.8166562259524623,7.653579828616531,1,0,0,1
26500.0,37.17,2021.0,5.0,13.0,1,1,0,52.23168225,20.97503319,0.33624644107516,2.112361444434666,1,0,0,0
11187.0,75.0,2020.0,2.0,2.0,0,1,0,52.3289879,21.0076793,4.187216972408853,10.816280211385507,1,0,0,0
14995.0,47.95,2023.0,0.0,8.0,1,0,1,52.1962,20.9627,2.662733462534261,4.931807485305393,1,0,0,1
16198.0,53.0,1973.0,5.0,10.0,1,1,0,52.205663,21.0180995,0.8980357828294766,3.0114430935712946,0,0,0,0
17500.0,120.0,1998.0,9.0,14.0,1,0,0,52.24928,20.9986,0.7201922477559769,2.017403063166745,1,0,0,0
17593.0,54.0,2014.0,1.0,4.0,0,0,1,52.2474002,20.9635484,1.0921226111425275,3.378645437349404,0,0,0,0
22805.0,82.0,2022.0,6.0,10.0,0,1,0,52.17913,21.06459,3.221850983435789,7.078802868467469,1,0,0,0
15080.0,70.16,2001.0,3.0,6.0,1,1,0,52.2739788,20.9077142,2.6370714466909706,8.178491262951011,1,0,0,0
20898.0,74.17,2019.0,1.0,4.0,1,1,0,52.16358194850018,21.08013953044129,3.025036545980843,9.105158442811655,0,0,0,0
16167.0,60.0,1970.0,3.0,3.0,0,1,0,52.236875882142655,21.04796325294496,1.1707685276360718,2.911285510010825,1,0,1,0
17500.0,54.0,1994.0,4.0,9.0,1,1,0,52.2445855,20.9162124,0.5168048282715831,6.282424620175847,0,1,0,0
18000.0,51.77,1960.0,1.0,4.0,1,0,0,52.22981915,21.01807774,0.5149696848060843,0.8459798023112651,1,0,1,0
14221.0,57.66,2000.0,2.0,4.0,0,1,0,52.13889,21.07361,1.0499033892867882,11.30322118139992,1,0,0,0
24381.0,129.2,2008.0,1.0,8.0,1,1,0,52.20881,21.00319,0.310189801422021,2.554918494260584,1,0,0,0
20256.0,35.99,1971.0,6.0,6.0,1,0,0,52.21905825,21.02275927,0.9740361372484476,1.8104078290518684,1,0,0,0
22705.0,44.0,2022.0,10.0,13.0,1,1,0,52.2279436,20.9586224,0.8012933780483431,3.2573078673224094,1,0,0,0
17167.0,300.0,2007.0,2.0,2.0,1,1,1,52.17007,21.08734,3.828668969407147,8.813901664519403,1,0,0,0
13034.0,59.0,2022.0,0.0,3.0,1,0,1,52.34608,20.93948,6.805872293978236,13.49831769771182,1,0,0,1
22222.0,36.0,2018.0,4.0,8.0,0,0,0,52.18497342915314,20.99358026109925,0.9558081764009816,5.2669769333304215,0,0,0,0
13963.0,136.0,1952.0,6.0,6.0,1,1,0,52.23677,21.03001,0.3375898165917986,1.7255917263207532,1,0,0,0
22659.0,66.2,2015.0,0.0,2.0,1,0,1,52.14610757186812,21.131979099658214,4.927749870580835,12.81864798474344,1,0,0,0
12518.0,125.42,1991.0,1.0,1.0,0,1,0,52.154671,21.0559376,1.1007240896780364,9.217632369186424,1,0,1,0
10490.0,49.57,1976.0,0.0,11.0,0,0,0,52.1941381,20.8678459,6.031029697814002,10.301834660058557,0,0,0,0
17193.0,57.0,1949.0,2.0,3.0,0,1,0,52.24567,20.99388,0.6022814293915337,1.7586531222230704,1,0,1,0
22460.0,63.0,2021.0,3.0,8.0,1,1,0,52.18413,21.00842,0.1057617976222634,5.294237631502084,1,0,0,0
18500.0,70.0,2017.0,0.0,6.0,1,0,1,52.16249891938882,20.99371434246274,1.8115388536743644,7.742826148242842,0,0,0,0
17900.0,70.68,2021.0,1.0,3.0,1,1,0,52.1518,21.0013,2.1270423629191715,8.892607575071631,1,0,0,0
16667.0,57.0,2008.0,4.0,7.0,1,1,0,52.19832,21.01715,1.056413665863177,3.7901267470674287,1,0,0,0
21000.0,42.0,2013.0,1.0,4.0,1,1,0,52.1624366,21.0745479,2.6319247797117504,9.008160186584227,1,0,0,0
10797.0,74.0,1980.0,4.0,11.0,0,0,0,52.22592,21.10293,4.733272162281849,6.629750688726844,1,0,0,0
17290.0,57.2,1954.0,0.0,7.0,0,0,0,52.2310961,21.0034582,0.5622937792305852,0.1896559395373721,1,1,0,0
22876.0,76.5,2009.0,3.0,11.0,1,1,0,52.20215,20.96586,2.3709210908212666,4.278763167271292,1,0,0,0
20000.0,67.1,2017.0,5.0,7.0,1,1,0,52.1772049,20.9992036,0.8883316585073127,6.079738760378126,1,0,0,0
13667.0,60.0,1961.0,3.0,6.0,1,1,0,52.18580835462605,21.018983190612808,0.8346685579614613,5.180651900613969,0,1,0,0
13491.0,42.25,1956.0,0.0,4.0,0,0,0,52.1910689,20.8962029,5.590151157409419,8.743486902434034,1,0,0,0
16972.0,88.38,2012.0,1.0,2.0,1,1,0,52.1616086,21.1246899,5.293207722075027,11.232300756111618,1,0,0,0
21569.0,51.0,1950.0,5.0,7.0,1,0,0,52.22927,21.00065,0.4989895487946383,0.4576805181758728,1,0,0,0
19920.0,55.22,2020.0,1.0,3.0,1,1,0,52.20617,21.06898,4.100350216351355,5.142934954824707,1,0,0,0
15973.0,60.35,1965.0,0.0,5.0,0,0,0,52.2459,20.98318,1.295894581944025,2.21613434741832,1,0,0,0
12564.0,39.0,2010.0,0.0,3.0,1,0,0,52.3607108,21.0372067,7.482941774064197,14.498794586785914,1,0,0,0
22830.0,53.0,2022.0,0.0,5.0,1,1,1,52.1694595,20.9980613,1.113621416730948,6.94443634400014,1,0,0,0
16796.0,77.4,1999.0,1.0,4.0,0,1,0,52.1306641,21.0778148,0.9684818414760192,12.256010200512597,1,1,0,0
27259.0,54.66,2022.0,2.0,4.0,1,1,0,52.2637848,21.0455839,0.1919559182205811,4.46723693482039,1,0,0,0
12644.0,43.5,2005.0,3.0,5.0,1,0,0,52.331218599696,20.934855937958,5.174644723728894,12.077359395916035,1,0,1,0
16932.0,50.2,2012.0,2.0,7.0,1,1,0,52.275,20.92324,1.6915851153410235,7.411822687297148,1,0,0,0
14040.0,29.7,2000.0,2.0,3.0,0,0,0,52.2815138,21.077597,1.133337449281394,7.373744715016366,1,0,0,1
32100.0,71.65,2010.0,4.0,14.0,1,1,0,52.2357172,21.0052947,0.165098180092004,0.4474353340725769,1,0,0,0
15518.0,38.6,2003.0,3.0,3.0,0,1,0,52.2504693,20.9088288,1.2429026858092782,6.940254886582458,1,1,0,0
16575.0,59.73,2018.0,5.0,5.0,1,1,0,52.212843486742,20.921657385181,3.0501860570044137,6.119870520370158,1,0,0,0
16049.0,52.9,1974.0,0.0,4.0,0,0,0,52.177934575084656,21.056537229083272,2.6600607062026373,6.899646697703759,0,0,0,0
14298.0,57.7,1979.0,2.0,12.0,1,1,0,52.16970405,21.02924993,0.6343056812316956,7.0748065908079525,1,0,0,0
15134.0,48.17,2014.0,3.0,3.0,0,1,1,52.32899,21.00768,4.187420020126053,10.81651419685378,1,0,0,0
8998.0,86.69,2023.0,2.0,2.0,0,0,1,52.1884975,20.865814,6.638843045227779,10.695847453800988,1,0,0,1
17436.0,27.53,1968.0,0.0,10.0,1,0,0,52.2741266,20.9626387,0.2071124258833585,5.564834833844868,1,0,1,0
22132.0,56.48,1965.0,6.0,6.0,1,1,0,52.2261572,21.0137953,0.2223313714597096,0.8129480393787535,1,0,0,0
28223.0,27.46,2016.0,3.0,5.0,1,1,0,52.262484254561,21.026802062988,1.0645132375727435,3.7010956515328624,1,0,0,0
17384.0,86.0,2018.0,6.0,6.0,1,1,0,52.25362920785376,21.08086605449217,2.7031138522778804,5.646568193473665,0,0,0,0
